t_index	term	df
11011	thrill	5
11012	thriller	1
11013	thrive	6
11014	throat	5
11015	throne	2
11016	throng	6
11017	throughout	70
11018	throw	17
11019	throwback	2
11020	thrower	1
11021	thrown	24
11022	thrust	3
11023	thu	19
11024	thug	5
11025	thuggish	2
11026	thugocraci	2
11027	thumb	6
11028	thunder	3
11029	thunderbird	1
11030	thurmond	1
11031	thursday	219
11032	thuzz	1
11033	thwart	5
11034	tia	2
11035	tiananmen	1
11036	tibet	2
11037	tick	3
11038	ticket	11
11039	tidal	2
11040	tide	7
11041	tie	102
11042	tiebreak	10
11043	tien	1
11044	tiffani	2
11045	tight	22
11046	tighten	11
11047	tighter	3
11048	tightest	2
11049	tightli	4
11050	tijan	3
11051	tilak	1
11052	tile	2
11053	till	5
11054	tilt	6
11055	tim	15
11056	time	493
11057	timelin	4
11058	timet	4
11059	timid	2
11060	timism	1
11061	timo	1
11062	timocka	1
11063	timothi	4
11064	tin	1
11065	tini	23
11066	tinker	1
11067	tinkl	1
11068	tiot	1
11069	tip	59
11070	tipper	2
11071	tipster	1
11072	tire	29
11073	tireless	1
11074	tirelessli	2
11075	tirm	2
11076	titl	50
11077	titleist	1
11078	titlist	2
11079	tito	6
11080	tl	1
11081	tnt	7
11082	toadi	1
11083	toast	3
11084	toastst	1
11085	tobacco	3
11086	tod	2
11087	today	316
11088	todd	21
11089	toddler	3
11090	toe	5
11091	togeth	101
11092	togo	1
11093	tohouri	1
11094	toi	1
11095	toietnam	1
11096	toilet	3
11097	token	2
11098	tokov	1
11099	tokyo	25
11100	told	277
11101	toledo	15
11102	toler	12
11103	tolkach	1
11104	toll	80
11105	tolli	1
11106	tolstoy	1
11107	tom	42
11108	tomahawk	6
11109	tomato	2
11110	tomb	1
11111	tomic	2
11112	tomislav	1
11113	tommi	9
11114	tomorrow	41
11115	ton	47
11116	tone	16
11117	tong	1
11118	tongu	9
11119	toni	34
11120	tonig	2
11121	tonight	104
11122	tonugu	1
11123	took	216
11124	tool	21
11125	toothless	1
11126	top	184
11127	topic	1
11128	topmost	1
11129	topolev	2
11130	toppl	26
11131	torch	11
11132	tore	41
11133	tori	1
11134	torment	10
11135	torn	8
11136	torpedo	64
11137	torr	1
11138	torricelli	1
11139	torso	1
11140	tortilla	1
11141	tortur	14
11142	toscap	1
11143	toss	14
11144	tossup	3
11145	total	75
11146	totalitarian	1
11147	tote	4
11148	totter	1
11149	touch	37
11150	touchdown	1
11151	touchi	2
11152	tough	33
11153	toughen	1
11154	tougher	2
11155	toughest	2
11156	tour	46
11157	tourism	1
11158	tourist	12
11159	tournament	51
11160	tout	2
11161	tow	18
11162	toward	99
11163	towel	1
11164	tower	21
11165	town	115
11166	townsend	1
11167	townspeopl	2
11168	toy	3
11169	trac	1
11170	trace	13
11171	tracey	1
11172	traci	1
11173	track	47
11174	trade	72
11175	trader	11
11176	tradit	45
11177	traffic	25
11178	traffick	22
11179	tragedi	48
11180	tragic	15
11181	trail	45
11182	trailer	13
11183	train	57
11184	trainer	14
11185	traips	1
11186	trait	1
11187	traition	1
11188	traitor	1
11189	trajkov	1
11190	trampl	2
11191	tran	7
11192	trang	1
11193	tranquil	6
11194	transact	6
11195	transcend	1
11196	transcript	6
11197	transfer	27
11198	transform	6
11199	transit	45
11200	translat	21
11201	transmiss	2
11202	transmit	1
11203	transmitt	1
11204	transnat	1
11205	transpar	13
11206	transpir	3
11207	transport	55
11208	traor	1
11209	trap	73
11210	trash	13
11211	trauma	7
11212	traumat	5
11213	travail	1
11214	travel	71
11215	travelg	1
11216	travesti	2
11217	tray	1
11218	tread	1
11219	treason	2
11220	treasur	5
11221	treasuri	2
11222	treat	39
11223	treati	7
11224	treatment	34
11225	trebjesanin	1
11226	tredway	1
11227	tree	13
11228	treeless	1
11229	trek	2
11230	trembl	1
11231	tremend	8
11232	tremor	23
11233	trench	2
11234	trenchantli	1
11235	trend	17
11236	trent	7
11237	tri	324
11238	triag	1
11239	trial	82
11240	triangl	1
11241	tribal	10
11242	tribe	9
11243	tribesmen	1
11244	tribespeopl	1
11245	tribun	30
11246	tribut	12
11247	trichovich	1
11248	trick	13
11249	tricki	6
11250	trickl	4
11251	tricov	1
11252	trident	1
11253	trigger	28
11254	trillion	2
11255	trim	12
11256	trio	1
11257	trip	83
11258	tripl	4
11259	triplett	1
11260	tripoli	1
11261	tripp	1
11262	triumph	15
11263	trivedi	1
11264	troop	67
11265	trooper	5
11266	trophi	3
11267	tropic	1
11268	trot	2
11269	troubl	64
11270	troublemak	1
11271	troublesom	2
11272	trounc	1
11273	troup	1
11274	trove	1
11275	trti	1
11276	truce	3
11277	truck	66
11278	trucker	2
11279	truckload	5
11280	true	36
11281	truer	1
11282	truli	16
11283	truman	5
11284	trumpet	4
11285	trundl	1
11286	trust	26
11287	trustworthi	1
11288	truth	21
11289	tsvangirai	1
11290	tu	1
11291	tube	11
11292	tuck	3
11293	tucker	1
11294	tudela	10
11295	tudjman	3
11296	tuesday	164
11297	tug	4
11298	tugboat	1
11299	tull	7
11300	tumb	1
11301	tumbl	7
11302	tumult	2
11303	tumultu	5
11304	tuna	1
11305	tune	7
11306	tuneup	2
11307	tungata	1
11308	tunisia	1
11309	tunnel	5
11310	tupac	4
11311	turban	1
11312	turbin	3
11313	turbul	4
11314	tureen	1
11315	turf	1
11316	turk	2
11317	turkey	17
11318	turkish	2
11319	turmoil	16
11320	turn	182
11321	turnaround	2
11322	turncoat	1
11323	turner	1
11324	turnout	27
11325	turnov	7
11326	tusca	1
11327	tussl	1
11328	tutori	1
11329	tuxedo	1
11330	tv	64
11331	twa	1
11332	twelfth	1
11333	twelv	2
11334	twenti	7
11335	twice	42
11336	twig	1
11337	twin	14
11338	twist	21
11339	two	585
11340	tx	14
11341	tyner	1
11342	type	23
11343	typewrit	1
11344	typhu	1
11345	typic	6
11346	typifi	1
11347	typograph	2
11348	tyranni	3
11349	tyrant	2
11350	tyson	5
11351	tysyacheletiy	1
11352	u	424
11353	ueno	2
11354	ufwet	1
11355	ugaz	3
11356	ugli	3
11357	uh	1
11358	ulihrach	2
11359	ultim	31
11360	ultimatum	3
11361	ultra	1
11362	ultralight	3
11363	ultramodern	2
11364	ultranationalist	3
11365	umbil	1
11366	umbrella	2
11367	umc	1
11368	umesh	1
11369	umpir	6
11370	un	7
11371	unabl	24
11372	unaccept	7
11373	unaccount	12
11374	unambigu	1
11375	unanim	6
11376	unannounc	4
11377	unansw	4
11378	unapologet	1
11379	unarm	5
11380	unattend	1
11381	unauthor	3
11382	unavoid	2
11383	unawar	3
11384	unbalanc	1
11385	unbear	1
11386	unbeaten	1
11387	unbeliev	6
11388	unbias	2
11389	unborn	1
11390	unbridl	1
11391	unbroken	2
11392	uncal	1
11393	uncanni	1
11394	unceasingli	1
11395	uncertain	14
11396	uncertainti	12
11397	unchalleng	3
11398	unchang	6
11399	uncharacterist	2
11400	uncharismat	1
11401	uncheck	4
11402	uncl	9
11403	unclaim	2
11404	unclassifi	3
11405	unclear	27
11406	uncoil	1
11407	uncollect	1
11408	uncomfort	2
11409	uncommit	2
11410	uncommon	1
11411	unconcern	1
11412	uncondit	4
11413	unconfirm	3
11414	unconsci	2
11415	unconstitut	2
11416	unconvinc	1
11417	uncork	1
11418	uncorrupt	1
11419	uncount	1
11420	uncov	14
11421	uncrit	1
11422	undaunt	1
11423	undecid	8
11424	undef	1
11425	undemocrat	3
11426	underag	4
11427	undercov	1
11428	undercut	9
11429	underdog	1
11430	underestim	5
11431	undergo	7
11432	undergon	1
11433	underground	6
11434	underli	3
11435	underlin	3
11436	undermin	14
11437	underneath	7
11438	underpaid	1
11439	underscor	14
11440	undersea	1
11441	undersecretari	5
11442	undersheriff	2
11443	understaf	1
11444	understand	55
11445	understat	1
11446	understood	11
11447	understudi	1
11448	undertak	5
11449	undertaken	6
11450	underton	1
11451	undertook	1
11452	underw	5
11453	underwat	21
11454	underway	9
11455	underwood	1
11456	underworld	3
11457	undescrib	1
11458	undeserv	2
11459	undetect	6
11460	undisclos	2
11461	undisput	2
11462	undisturb	1
11463	undivid	1
11464	undo	1
11465	undoc	1
11466	undon	1
11467	undoubtedli	3
11468	undu	2
11469	unduli	2
11470	unearth	4
11471	uneasi	8
11472	unelect	1
11473	unemploy	5
11474	unenforc	1
11475	unequivoc	2
11476	uner	2
11477	unesco	1
11478	unexpect	9
11479	unexpectedli	4
11480	unexpir	1
11481	unexplain	4
11482	unexplod	4
11483	unfair	13
11484	unfairli	4
11485	unfamiliar	4
11486	unfathom	2
11487	unfaz	3
11488	unfett	9
11489	unfinish	4
11490	unfit	15
11491	unflatt	1
11492	unfold	12
11493	unforc	12
11494	unfortun	17
11495	unfound	3
11496	unfurl	1
11497	ungovern	2
11498	unhappi	4
11499	unharm	5
11500	unheard	1
11501	unhelp	1
11502	unhurt	1
11503	unicef	1
11504	unidentifi	15
11505	unif	2
11506	unifi	12
11507	uniform	24
11508	unilater	1
11509	unimagin	3
11510	uninform	1
11511	uninhabit	1
11512	unintellig	1
11513	unintend	1
11514	union	60
11515	unionist	2
11516	uniqu	3
11517	unit	376
11518	uniti	23
11519	univers	65
11520	univis	3
11521	unjust	3
11522	unjustifi	7
11523	unjustli	1
11524	unknowingli	1
11525	unknown	38
11526	unlaw	1
11527	unleash	5
11528	unless	14
11529	unlevel	1
11530	unlik	31
11531	unlimit	2
11532	unload	11
11533	unman	1
11534	unmark	1
11535	unmistak	2
11536	unnam	4
11537	unnecessari	6
11538	unnot	1
11539	unoffici	5
11540	unpack	1
11541	unpalat	1
11542	unpolish	1
11543	unpopular	7
11544	unpreced	27
11545	unprecedentedli	1
11546	unpredict	4
11547	unpretenti	2
11548	unprint	1
11549	unprotect	4
11550	unpunish	1
11551	unquestion	1
11552	unravel	8
11553	unreason	2
11554	unrecov	1
11555	unregul	3
11556	unrel	5
11557	unreli	2
11558	unrepres	2
11559	unresolv	4
11560	unrest	17
11561	unrestrict	1
11562	unsaf	3
11563	unsatisfactori	4
11564	unsatisfi	1
11565	unsavori	2
11566	unscath	5
11567	unschedul	2
11568	unscom	1
11569	unscript	1
11570	unscrupul	2
11571	unseason	1
11572	unseat	11
11573	unsecur	4
11574	unseed	12
11575	unseen	2
11576	unselfish	1
11577	unsettl	6
11578	unshaken	2
11579	unshaven	1
11580	unsheath	1
11581	unspecif	3
11582	unspecifi	6
11583	unspectacular	3
11584	unspoken	1
11585	unstabl	9
11586	unsteadi	1
11587	unsteadili	1
11588	unsubstanti	2
11589	unsuccess	15
11590	unsupervis	2
11591	unsur	6
11592	unsuspect	1
11593	unswervingli	2
11594	unsympathet	1
11595	untabul	2
11596	untaint	1
11597	untal	1
11598	untap	2
11599	untest	2
11600	unthink	3
11601	unthreaten	2
11602	untold	2
11603	untouch	3
11604	untreat	2
11605	untrustworthi	1
11606	untruth	2
11607	unus	2
11608	unusu	29
11609	unveil	3
11610	unwant	3
11611	unwarr	1
11612	unwil	10
11613	unwilling	3
11614	unwis	2
11615	unwittingli	2
11616	up	1
11617	upbeat	1
11618	upcom	10
11619	updat	18
11620	upfront	1
11621	upheav	5
11622	upheld	1
11623	uphil	2
11624	uphold	3
11625	upkeep	1
11626	upon	30
11627	upper	8
11628	upris	44
11629	uproar	5
11630	uproot	1
11631	upscal	3
11632	upset	40
11633	upshot	1
11634	upsid	3
11635	upstag	1
11636	upstart	2
11637	upstat	2
11638	upsurg	1
11639	upto	1
11640	upward	2
11641	ural	2
11642	urban	8
11643	urdu	2
11644	ureg	1
11645	urg	92
11646	urgenc	4
11647	urgent	12
11648	uruguay	2
11649	urvashi	1
11650	us	307
11651	usa	6
11652	usaid	2
11653	usama	1
11654	usdoj	1
11655	use	308
11656	usha	1
11657	usher	3
11658	uss	228
11659	ussol	1
11660	ussr	2
11661	ustacov	1
11662	ustakov	1
11663	ustokov	1
11664	usual	39
11665	usulutan	1
11666	utah	6
11667	utensil	1
11668	util	5
11669	uttar	4
11670	utter	3
11671	utterli	14
11672	uvarov	1
11673	uvil	1
11674	uwint	1
11675	uzic	1
11676	v	15
11677	va	39
11678	vacanc	11
11679	vacant	3
11680	vacat	15
11681	vacuum	5
11682	vadim	8
11683	vagari	1
11684	vagu	3
11685	vaibhav	3
11686	vaidya	1
11687	vain	6
11688	vajpaye	13
11689	valdimir	2
11690	valentin	37
11691	valetin	1
11692	valiantli	1
11693	valid	6
11694	vall	1
11695	vallanc	1
11696	vallentin	1
11697	valley	4
11698	valu	21
11699	valuabl	8
11700	van	21
11701	vandal	3
11702	vanek	9
11703	vanish	6
11704	vanquish	2
11705	vantag	1
11706	vap	1
11707	vapid	1
11708	vara	3
11709	varadero	1
11710	varga	3
11711	vari	7
11712	variat	2
11713	varieti	9
11714	variou	24
11715	various	1
11716	varonec	1
11717	vasiltsov	1
11718	vassal	1
11719	vast	23
11720	vastli	4
11721	vat	1
11722	vault	3
11723	vavrinec	1
11724	ve	137
11725	vecernj	2
11726	vedrin	4
11727	veekz	1
11728	veen	1
11729	vega	4
11730	veget	1
11731	vehement	3
11732	vehicl	47
11733	veil	9
11734	vein	1
11735	velensuela	1
11736	velez	1
11737	velimir	2
11738	vellari	1
11739	vend	1
11740	vendor	2
11741	veneer	1
11742	venero	1
11743	venezuela	3
11744	venezuelan	2
11745	veng	2
11746	venom	2
11747	vent	1
11748	ventil	1
11749	ventur	15
11750	ventura	1
11751	venturoni	1
11752	venu	36
11753	verandah	2
11754	verb	2
11755	verbal	3
11756	verdict	24
11757	verg	7
11758	verifi	7
11759	vermont	3
11760	vern	24
11761	vernon	6
11762	vero	3
11763	veronica	1
11764	veronika	1
11765	vers	5
11766	version	18
11767	versu	1
11768	vertigo	1
11769	veselinov	1
11770	vesna	2
11771	vessel	56
11772	vest	8
11773	vestig	7
11774	vet	2
11775	veteran	41
11776	veto	2
11777	vetrivinia	1
11778	vex	1
11779	vi	3
11780	via	6
11781	vibe	1
11782	vibrat	1
11783	vicar	1
11784	vicario	3
11785	vice	91
11786	vicent	1
11787	viciou	3
11788	vick	1
11789	victim	104
11790	victor	14
11791	victori	140
11792	video	40
11793	videodisc	1
11794	videotap	30
11795	vidyayevo	1
11796	vienna	1
11797	viet	3
11798	vietcong	1
11799	vietnam	55
11800	vietnames	45
11801	view	61
11802	viewer	6
11803	viewpoint	1
11804	vigil	23
11805	vigor	10
11806	vij	1
11807	vijay	1
11808	vijesti	1
11809	vike	1
11810	vikram	1
11811	viktor	1
11812	vila	1
11813	vile	1
11814	vilifi	4
11815	villa	4
11816	villag	34
11817	villain	1
11818	villamil	1
11819	villanueva	3
11820	vilonuaeva	1
11821	vinc	1
11822	vincent	4
11823	vinci	4
11824	vinciguerra	2
11825	vindic	3
11826	vindict	2
11827	vineet	2
11828	vinegar	1
11829	vini	1
11830	vinroot	1
11831	vintag	1
11832	violat	31
11833	violenc	106
11834	violent	33
11835	vip	2
11836	viral	1
11837	virgin	2
11838	virgini	4
11839	virginia	61
11840	virginian	1
11841	virtu	3
11842	virtual	25
11843	viru	7
11844	virul	1
11845	visa	8
11846	viscer	1
11847	visibl	37
11848	vision	11
11849	visit	155
11850	visitor	6
11851	visor	1
11852	vista	1
11853	visual	4
11854	vital	17
11855	vitali	1
11856	vitamin	1
11857	vitup	1
11858	vituper	1
11859	vivid	5
11860	vividli	2
11861	viyanka	2
11862	vladamiro	1
11863	vladan	2
11864	vlademi	1
11865	vlademiro	1
11866	vladimero	1
11867	vladimir	79
11868	vladimiro	42
11869	vlajko	4
11870	vlatislav	1
11871	vm	4
11872	vo	2
11873	voa	58
11874	vocabulari	1
11875	vocal	3
11876	vodafon	7
11877	vogu	2
11878	voic	35
11879	void	7
11880	voinovich	1
11881	voislav	1
11882	vojislav	98
11883	vojislov	3
11884	vojvodina	5
11885	volatil	18
11886	volcan	1
11887	volcano	1
11888	volgin	1
11889	volley	16
11890	volta	1
11891	volum	1
11892	volunt	28
11893	voluntarili	2
11894	von	5
11895	vopt	1
11896	vote	183
11897	voter	65
11898	vow	45
11899	voyag	5
11900	vranj	2
11901	vranjkov	1
11902	vu	1
11903	vucic	1
11904	vuk	5
11905	vukicev	1
11906	vulcanologist	1
11907	vulner	35
11908	vuong	1
11909	vy	2
11910	vya	3
11911	vyacheslav	4
11912	vycheslav	1
11913	w	79
11914	wa	2
11915	wad	1
11916	wada	1
11917	wade	4
11918	wadi	2
11919	waft	2
11920	wage	14
11921	wagner	3
11922	wahab	1
11923	waifish	1
11924	waight	1
11925	wail	9
11926	wainek	1
11927	waisman	1
11928	waistband	1
11929	wait	99
11930	waiv	7
11931	waiver	5
11932	wake	32
11933	wakeforest	1
11934	wakil	1
11935	wal	1
11936	walden	2
11937	waldo	1
11938	walk	69
11939	walker	7
11940	walki	1
11941	walkout	7
11942	wall	73
11943	wallac	3
11944	walter	6
11945	wand	2
11946	wanda	1
11947	wander	15
11948	wane	9
11949	wanna	1
11950	want	287
11951	war	197
11952	ward	5
11953	warden	4
11954	ware	1
11955	warehous	3
11956	warfar	9
11957	warhead	1
11958	wari	6
11959	warili	1
11960	warm	14
11961	warmer	1
11962	warmest	1
11963	warmli	2
11964	warmth	2
11965	warmup	4
11966	warn	109
11967	warner	6
11968	warp	1
11969	warplan	5
11970	warrant	16
11971	warren	9
11972	warrior	5
11973	warsaw	1
11974	warship	77
11975	wartim	2
11976	wash	9
11977	washak	1
11978	washington	212
11979	wasn	55
11980	wast	5
11981	wastag	1
11982	watch	99
11983	watchdog	2
11984	watcher	5
11985	watchman	3
11986	watchtow	1
11987	water	114
11988	waterfront	2
11989	waterg	1
11990	waterlin	11
11991	watermelon	1
11992	watersh	1
11993	waterway	2
11994	watkin	1
11995	watson	2
11996	wave	60
11997	waver	2
11998	wax	1
11999	way	304
12000	waybourn	1
12001	wayn	6
12002	wayner	1
12003	wbai	1
12004	wc	1
12005	wcau	1
12006	weak	28
12007	weaken	8
12008	weaker	9
12009	wealth	8
12010	wealthi	15
12011	wealthier	1
12012	wealthiest	1
12013	weapon	75
12014	weaponri	9
12015	wear	40
12016	weari	15
12017	weather	48
12018	weav	1
12019	web	18
12020	webb	1
12021	weber	1
12022	websit	7
12023	webster	8
12024	wed	10
12025	wedg	1
12026	wednesday	177
12027	wee	3
12028	week	380
12029	weekend	65
12030	weekli	10
12031	weekz	1
12032	weep	14
12033	weigh	13
12034	weight	14
12035	weighti	1
12036	weingartn	2
12037	weird	3
12038	welcom	49
12039	weld	7
12040	welder	1
12041	weldon	2
12042	welfar	3
12043	well	248
12044	wen	1
12045	wendi	1
12046	went	159
12047	wento	1
12048	wep	2
12049	wept	4
12050	weren	24
12051	wesley	3
12052	west	125
12053	western	121
12054	westminst	1
12055	westward	1
12056	wet	3
12057	wethi	10
12058	wgbh	6
12059	wha	1
12060	whack	2
12061	whale	2
12062	whatev	27
12063	whatsoev	3
12064	wheat	1
12065	wheaton	1
12066	wheel	9
12067	wheelchair	1
12068	wheeler	3
12069	whenev	12
12070	wherea	3
12071	whereabout	23
12072	wherev	5
12073	whet	1
12074	whether	201
12075	whiff	1
12076	whilst	3
12077	whim	1
12078	whip	5
12079	whippani	1
12080	whirlwind	1
12081	whisk	1
12082	whisper	3
12083	whistl	5
12084	whistleblow	1
12085	whitacr	1
12086	white	168
12087	whitewash	3
12088	whitewat	19
12089	whither	1
12090	whitman	3
12091	whitmir	1
12092	whittl	2
12093	whoever	6
12094	whole	68
12095	wholeheartedli	1
12096	wholesal	1
12097	wholesom	1
12098	wholli	1
12099	whop	4
12100	whose	129
12101	wi	5
12102	wibberley	5
12103	wichita	1
12104	wick	1
12105	wide	73
12106	widen	7
12107	wider	9
12108	widespread	18
12109	widow	45
12110	wield	7
12111	wife	131
12112	wiland	1
12113	wild	20
12114	wildcard	1
12115	wildest	1
12116	wildli	6
12117	wildlif	1
12118	wilk	1
12119	will	27
12120	willi	4
12121	william	143
12122	williams	2
12123	williamsport	4
12124	willing	8
12125	wilma	1
12126	wilson	31
12127	wimbledon	23
12128	win	153
12129	wind	24
12130	windfal	1
12131	windi	1
12132	window	43
12133	windowless	1
12134	wing	7
12135	wingat	1
12136	winner	86
12137	winsegerera	1
12138	winston	5
12139	winter	4
12140	winton	2
12141	wipe	16
12142	wire	17
12143	wisconsin	15
12144	wisdom	3
12145	wise	6
12146	wiser	2
12147	wish	38
12148	wisher	3
12149	wisnep	1
12150	wisnip	1
12151	wist	1
12152	wit	76
12153	witch	1
12154	withdraw	19
12155	withdrawn	5
12156	withdrew	16
12157	wither	1
12158	withheld	4
12159	withhold	5
12160	within	102
12161	without	141
12162	withstand	8
12163	withstood	3
12164	witless	2
12165	witt	1
12166	wittmann	2
12167	wive	2
12168	wnbc	1
12169	wo	2
12170	wodi	1
12171	woe	1
12172	woefulli	1
12173	woke	5
12174	woken	3
12175	wolf	4
12176	wolfenson	1
12177	wolfowitz	1
12178	wolfson	4
12179	woman	61
12180	women	106
12181	won	173
12182	wond	1
12183	wonder	41
12184	wont	1
12185	woo	2
12186	wood	18
12187	wooden	10
12188	woodford	2
12189	woodgouskov	1
12190	woodland	14
12191	woodleaf	1
12192	woodridg	1
12193	woodrow	2
12194	woodruff	8
12195	woodword	1
12196	woolridg	1
12197	woolsey	1
12198	wooster	1
12199	word	92
12200	wore	22
12201	work	321
12202	workaday	1
12203	workboat	1
12204	worker	141
12205	workforc	4
12206	workmen	1
12207	workplac	1
12208	workshop	3
12209	worl	1
12210	world	244
12211	worldconcern	1
12212	worldli	2
12213	worldrelief	1
12214	worldvis	1
12215	worldwid	22
12216	worn	9
12217	worri	52
12218	worriesom	1
12219	worrisom	1
12220	wors	28
12221	worsen	6
12222	worship	15
12223	worshipp	1
12224	worst	60
12225	worth	26
12226	worthsal	1
12227	worthwhil	1
12228	would	493
12229	wouldn	48
12230	wound	100
12231	wow	1
12232	wrack	4
12233	wrangl	2
12234	wrap	17
12235	wraparound	1
12236	wrath	2
12237	wrc	1
12238	wre	1
12239	wreak	3
12240	wreck	14
12241	wreckag	24
12242	wrench	9
12243	wrest	5
12244	wring	3
12245	wrinkl	1
12246	wrist	3
12247	writ	1
12248	write	29
12249	writer	11
12250	written	44
12251	wrn	1
12252	wrong	50
12253	wrongdo	8
12254	wrote	41
12255	wrought	1
12256	wta	2
12257	www	61
12258	wxyz	1
12259	wych	3
12260	wyo	5
12261	wyom	3
12262	x	6
12263	xavier	1
12264	xenophob	3
12265	xenophobia	2
12266	xiang	1
12267	xinjiang	2
12268	xuan	1
12269	y	29
12270	ya	1
12271	yaakov	1
12272	yacht	3
12273	yahia	1
12274	yakovlev	1
12275	yale	2
12276	yamoussoukro	1
12277	yan	1
12278	yank	2
12279	yanke	1
12280	yanyodiwich	1
12281	yapi	1
12282	yard	22
12283	yarra	1
12284	yashwant	1
12285	yasser	14
12286	yassir	1
12287	yaun	1
12288	yaya	1
12289	ye	26
12290	yeah	13
12291	year	578
12292	yearli	1
12293	yell	2
12294	yellow	7
12295	yeltsin	4
12296	yemen	240
12297	yemeni	129
12298	yere	1
12299	yeshiva	1
12300	yesterday	67
12301	yet	165
12302	yevgen	1
12303	yevgeni	27
12304	yi	1
12305	yield	10
12306	yodowich	1
12307	yojislav	1
12308	yomiuri	2
12309	yonah	1
12310	yopougon	5
12311	yore	1
12312	york	91
12313	yorker	3
12314	yorkman	1
12315	yoshiro	5
12316	youn	1
12317	young	86
12318	youngblood	1
12319	younger	20
12320	youngest	6
12321	youngster	3
12322	youth	15
12323	youzhni	2
12324	yovano	1
12325	yu	2
12326	yubnotick	1
12327	yug	1
12328	yugaslavia	1
12329	yugoslav	75
12330	yugoslavia	129
12331	yugoslavian	15
12332	yuri	3
12333	yuxi	2
12334	yve	1
12335	zacatecoluca	1
12336	zacharea	2
12337	zagreb	1
12338	zaharah	1
12339	zajecar	1
12340	zan	2
12341	zander	1
12342	zarem	1
12343	zarko	6
12344	zawahri	5
12345	zay	1
12346	zdanovich	1
12347	zeal	1
12348	zedek	2
12349	zein	4
12350	zeitgeist	1
12351	zeljko	1
12352	zell	3
12353	zemin	7
12354	zeri	1
12355	zero	6
12356	zeu	1
12357	zimbabw	1
12358	zimmerman	1
12359	zinc	1
12360	zindani	1
