t_index	term	df
9440	sarvings	1
9441	sasha	3
9442	sat	29
9443	satan	1
9444	satcom	1
9445	satellit	14
9446	satind	3
9447	satisfact	5
9448	satisfactori	2
9449	satisfi	15
9450	satkhira	3
9451	sattar	1
9452	saturday	190
9453	saudi	90
9454	saunder	1
9455	sava	1
9456	savag	4
9457	save	70
9458	savina	2
9459	savior	5
9460	savitabehn	1
9461	savor	2
9462	savvi	4
9463	saw	101
9464	say	593
9465	sayaad	1
9466	sayan	1
9467	scale	24
9468	scalia	1
9469	scalp	1
9470	scam	1
9471	scamper	1
9472	scandal	67
9473	scandinavian	1
9474	scandlin	1
9475	scanlon	1
9476	scanner	2
9477	scant	4
9478	scapego	1
9479	scapegoat	2
9480	scar	6
9481	scarc	4
9482	scare	12
9483	scari	2
9484	scariest	1
9485	scarv	1
9486	scath	3
9487	scatter	13
9488	scenario	12
9489	scene	94
9490	scent	1
9491	schaffer	5
9492	schedul	80
9493	scheme	9
9494	schett	3
9495	scheveck	1
9496	schiff	2
9497	schism	2
9498	schleehauf	1
9499	schlesing	1
9500	schlikov	1
9501	schmalz	1
9502	scholar	6
9503	scholarship	1
9504	school	54
9505	schoolboy	1
9506	schoolchildren	1
9507	schrock	3
9508	schroeder	6
9509	schultz	1
9510	schumer	1
9511	schutner	1
9512	schwartz	2
9513	schwarzkopf	2
9514	schweitzer	2
9515	scienc	15
9516	scientif	6
9517	scientist	12
9518	scoop	2
9519	scooter	1
9520	scope	2
9521	scorch	1
9522	score	37
9523	scorn	1
9524	scotland	5
9525	scott	8
9526	scottish	1
9527	scottsdal	2
9528	scounscoun	1
9529	scour	4
9530	scourg	1
9531	scout	1
9532	scrambl	16
9533	scrambler	1
9534	scrap	9
9535	scrape	4
9536	scratch	2
9537	scrawl	1
9538	scrawni	2
9539	scream	15
9540	screech	1
9541	screen	13
9542	screw	1
9543	scribbl	3
9544	script	3
9545	scriptur	1
9546	scrutin	2
9547	scrutini	7
9548	scuffl	1
9549	sculptur	1
9550	scurri	1
9551	scuttl	2
9552	se	1
9553	sea	100
9554	seab	8
9555	seafood	1
9556	seal	17
9557	sealift	1
9558	seam	4
9559	seaman	9
9560	seamen	10
9561	sean	3
9562	seanc	1
9563	seaport	3
9564	sear	1
9565	search	143
9566	searcher	7
9567	season	20
9568	seat	77
9569	seater	3
9570	seattl	11
9571	seawal	1
9572	seawat	5
9573	seaworthi	4
9574	sebastian	2
9575	sebastien	16
9576	sebek	4
9577	sec	3
9578	secessionist	4
9579	sech	1
9580	seclud	1
9581	seclus	2
9582	second	174
9583	secondari	1
9584	secondli	4
9585	secreci	1
9586	secret	85
9587	secretari	167
9588	secretli	5
9589	sect	2
9590	sectarian	2
9591	section	19
9592	sector	4
9593	secular	2
9594	secur	324
9595	sedalia	1
9596	sedat	1
9597	see	190
9598	seed	61
9599	seek	92
9600	seeker	3
9601	seem	136
9602	seemingli	3
9603	seen	133
9604	seeth	1
9605	segment	3
9606	segodnya	2
9607	segreg	1
9608	seif	2
9609	seismic	3
9610	seismograph	5
9611	seismolog	3
9612	seismologist	7
9613	seiu	1
9614	seiz	33
9615	sejwal	1
9616	sekou	1
9617	seldom	1
9618	sele	30
9619	select	18
9620	seleri	1
9621	self	41
9622	selig	1
9623	sell	14
9624	seller	1
9625	semi	14
9626	semiautomat	1
9627	semifin	30
9628	semifinalist	12
9629	semin	1
9630	seminar	1
9631	semion	1
9632	sen	59
9633	senat	128
9634	senatori	6
9635	send	70
9636	seneg	2
9637	senior	126
9638	sennett	1
9639	sens	56
9640	sensat	1
9641	senseless	4
9642	sensibl	2
9643	sensit	11
9644	sent	141
9645	sentenc	95
9646	sentiment	22
9647	separ	56
9648	separatist	2
9649	seper	1
9650	sept	47
9651	septemb	66
9652	sequenc	2
9653	serafin	1
9654	seraguso	1
9655	serb	50
9656	serbia	86
9657	serbian	72
9658	serbo	1
9659	seren	6
9660	serena	31
9661	serendipit	1
9662	serga	8
9663	sergaev	1
9664	sergeant	2
9665	sergei	1
9666	sergeyev	1
9667	sergio	8
9668	serheo	1
9669	seri	38
9670	serial	5
9671	seriou	39
9672	serious	31
9673	sermon	3
9674	serov	1
9675	serv	188
9676	servant	6
9677	servic	203
9678	servicemen	24
9679	servil	1
9680	sesam	1
9681	seselj	2
9682	session	39
9683	set	236
9684	setback	5
9685	seth	1
9686	setinya	1
9687	setter	4
9688	settl	33
9689	settlement	8
9690	seven	142
9691	seventeen	16
9692	seventh	31
9693	seventi	1
9694	sever	248
9695	severin	1
9696	severodvinsk	1
9697	severomorsk	4
9698	sew	1
9699	sewag	4
9700	sewart	1
9701	sex	9
9702	sexual	15
9703	seymour	1
9704	sgt	5
9705	shaab	1
9706	shaar	2
9707	shab	2
9708	shabtai	1
9709	shack	7
9710	shade	2
9711	shadow	17
9712	shadowi	8
9713	shaeffer	1
9714	shaft	3
9715	shah	4
9716	shaheen	1
9717	shaher	1
9718	shahrani	3
9719	shailesh	1
9720	shajea	1
9721	shake	29
9722	shaken	11
9723	shaki	2
9724	shalikashvili	1
9725	shall	3
9726	shallow	3
9727	sham	2
9728	shambl	3
9729	shame	6
9730	shamshran	1
9731	shane	1
9732	shannon	1
9733	shantytown	5
9734	shape	27
9735	shapeless	1
9736	shapeup	1
9737	shapiro	1
9738	shard	3
9739	share	39
9740	shargel	1
9741	sharia	1
9742	sharjani	1
9743	sharm	3
9744	sharon	2
9745	sharp	13
9746	sharpen	2
9747	sharper	1
9748	sharpli	14
9749	sharq	1
9750	shatter	33
9751	shaughnessi	3
9752	shave	1
9753	shavit	1
9754	shaw	3
9755	shawn	3
9756	shea	1
9757	sheaf	1
9758	shear	2
9759	sheath	1
9760	shebeck	1
9761	shebek	1
9762	shed	6
9763	sheehan	2
9764	sheehen	1
9765	sheepish	1
9766	sheepishli	1
9767	sheer	3
9768	sheet	22
9769	sheik	5
9770	sheikh	5
9771	sheila	1
9772	shelf	3
9773	shell	6
9774	shelle	4
9775	shelli	1
9776	shelten	1
9777	shelter	22
9778	shelti	1
9779	shelton	6
9780	shelv	2
9781	shemter	1
9782	shephard	1
9783	shepherd	4
9784	sheriff	14
9785	sherman	1
9786	sherri	3
9787	sheryl	1
9788	shi	5
9789	shiela	1
9790	shield	8
9791	shift	21
9792	shiit	3
9793	shine	10
9794	shini	2
9795	ship	193
9796	shipboard	1
9797	shipbuild	6
9798	shipman	1
9799	shipmat	13
9800	shipment	1
9801	shipyard	8
9802	shirley	1
9803	shirt	21
9804	shirtless	2
9805	shiver	1
9806	shkval	7
9807	shlomo	1
9808	shock	43
9809	shoddi	1
9810	shoddili	1
9811	shoe	17
9812	shoeed	1
9813	sholti	1
9814	shook	46
9815	shoot	21
9816	shootout	3
9817	shop	53
9818	shopkeep	2
9819	shoplift	2
9820	shopper	1
9821	shore	19
9822	shorelin	1
9823	short	97
9824	shortag	16
9825	shortchang	2
9826	shortcom	4
9827	shortcut	1
9828	shorter	3
9829	shortest	1
9830	shortfal	2
9831	shorthand	2
9832	shortli	47
9833	shot	77
9834	shotgun	18
9835	shotmak	1
9836	shoulder	16
9837	shouldn	13
9838	shout	29
9839	shove	5
9840	shovel	12
9841	show	189
9842	showcas	2
9843	showdown	12
9844	shower	7
9845	shown	20
9846	shrank	4
9847	shrapnel	1
9848	shred	5
9849	shreveport	2
9850	shrewd	4
9851	shrill	1
9852	shrine	1
9853	shriner	1
9854	shrink	8
9855	shrunk	1
9856	shueib	1
9857	shukla	2
9858	shuler	1
9859	shultz	3
9860	shun	2
9861	shusaki	3
9862	shut	27
9863	shutdown	1
9864	shutter	2
9865	shuttl	4
9866	sibl	8
9867	sicili	2
9868	sick	8
9869	side	157
9870	sidelin	11
9871	sidestep	4
9872	sideway	1
9873	sidl	7
9874	sidot	1
9875	sieg	9
9876	siemerink	1
9877	sierra	4
9878	siev	11
9879	siewert	24
9880	sifford	16
9881	sift	11
9882	sigh	3
9883	sight	25
9884	sightse	4
9885	sign	133
9886	signal	34
9887	signalman	1
9888	signatur	7
9889	signifi	1
9890	signific	41
9891	significantli	9
9892	sigonella	2
9893	sikh	1
9894	silberl	1
9895	silenc	19
9896	silent	19
9897	sill	1
9898	silli	1
9899	silliman	1
9900	silo	3
9901	silt	1
9902	silva	1
9903	silver	10
9904	silvia	3
9905	silvija	2
9906	simeon	1
9907	simil	1
9908	similar	47
9909	similarli	5
9910	simmer	5
9911	simmon	3
9912	simpl	19
9913	simpler	1
9914	simpli	46
9915	simul	1
9916	simultan	8
9917	sin	3
9918	sinc	341
9919	sincer	5
9920	sindh	2
9921	sing	6
9922	singapor	3
9923	singaporean	1
9924	singer	7
9925	singh	4
9926	singl	52
9927	singular	1
9928	singularli	1
9929	sinha	1
9930	sink	32
9931	siobhan	1
9932	sion	1
9933	sip	6
9934	sir	5
9935	sirah	1
9936	siren	1
9937	siriman	1
9938	sirri	1
9939	sister	47
9940	sit	39
9941	site	80
9942	situat	82
9943	six	169
9944	sixteen	3
9945	sixth	34
9946	sixti	1
9947	siyaram	1
9948	sizabl	2
9949	size	25
9950	sizzl	2
9951	skeptic	10
9952	sketch	11
9953	sketchi	14
9954	ski	2
9955	skiff	10
9956	skill	13
9957	skim	8
9958	skin	8
9959	skip	8
9960	skipper	5
9961	skirmish	1
9962	skirt	5
9963	skull	3
9964	sky	18
9965	skyscrap	4
9966	slab	15
9967	slade	7
9968	slain	10
9969	slam	58
9970	slant	2
9971	slap	3
9972	slash	4
9973	slat	1
9974	slate	6
9975	slater	2
9976	slaughterhous	1
9977	slava	1
9978	slavador	1
9979	slavica	1
9980	slavija	2
9981	slavish	1
9982	slavo	1
9983	slavoljub	1
9984	slay	12
9985	sledgehamm	3
9986	sleep	36
9987	sleepless	1
9988	sleev	1
9989	sleight	1
9990	slender	1
9991	slenderest	1
9992	slept	8
9993	slice	11
9994	slid	2
9995	slide	3
9996	slight	6
9997	slightest	3
9998	slightli	27
9999	slim	10
10000	slime	1
10001	slip	30
10002	slippag	1
10003	sliver	2
10004	slm	2
10005	slobadon	1
10006	slobo	3
10007	slobodan	126
10008	slocomb	1
10009	slogan	12
10010	slope	2
10011	sloppi	5
10012	slouch	1
10013	slovakia	8
10014	slovakian	1
10015	slow	40
10016	slowdown	2
10017	slowest	2
10018	slowli	26
10019	slug	1
10020	sluggish	4
10021	slump	6
10022	slur	1
10023	smack	4
10024	small	208
10025	smaller	25
10026	smallest	2
10027	smaltz	1
10028	smart	2
10029	smarter	2
10030	smartest	1
10031	smartli	1
10032	smash	25
10033	smear	3
10034	smederevska	2
10035	smell	8
10036	smile	36
10037	smit	1
10038	smith	21
10039	smithvil	1
10040	smitten	1
10041	smog	2
10042	smoggiest	1
10043	smoke	26
10044	smoker	1
10045	smokescreen	1
10046	smokey	1
10047	smolder	1
10048	smolinski	1
10049	smooth	9
10050	smoothli	2
10051	smother	2
10052	smuggl	3
10053	snack	2
10054	snake	1
10055	snap	9
10056	snapper	1
10057	snappi	1
10058	snare	1
10059	snarl	1
10060	snatch	8
10061	sneak	3
10062	sneaker	2
10063	sneet	1
10064	snif	3
10065	sniff	1
10066	sniffer	13
10067	snipe	1
10068	sniper	1
10069	snippet	2
10070	snitch	3
10071	snjezana	1
10072	snour	1
10073	snow	12
10074	snowfal	1
10075	snowstorm	2
10076	snyder	1
10077	so	1
10078	soak	4
10079	soap	2
10080	soar	7
10081	sob	3
10082	sober	2
10083	soccer	4
10084	social	33
10085	socialist	37
10086	societi	34
10087	sock	3
10088	socotra	2
10089	socti	1
10090	sod	1
10091	sofa	2
10092	soft	12
10093	soften	4
10094	softli	1
10095	softwar	7
10096	soglasiy	1
10097	soil	7
10098	sojourn	1
10099	solanki	1
10100	solari	1
10101	sold	19
10102	soldier	97
10103	sole	9
10104	solemn	4
10105	solemnli	1
10106	solicit	1
10107	solid	15
10108	solidar	6
10109	solidifi	2
10110	solidli	1
10111	solitari	2
10112	solitud	1
10113	solomon	1
10114	solorzano	2
10115	solut	14
10116	solv	6
10117	somali	3
10118	somalia	8
10119	somber	6
10120	somberli	2
10121	somebodi	22
10122	someday	5
10123	somehow	16
10124	someon	49
10125	someplac	1
10126	someth	112
10127	sometim	50
10128	somewhat	9
10129	somewher	14
10130	somo	1
10131	son	116
10132	sonar	2
10133	song	3
10134	songwrit	3
10135	sonia	3
10136	sonni	1
10137	soon	94
10138	sooner	5
10139	sooooo	1
10140	soot	1
10141	sooti	1
10142	sop	1
10143	sophist	22
10144	sordid	1
10145	sore	8
10146	sorri	4
10147	sorrow	3
10148	sort	53
10149	sorti	1
10150	sosonati	7
10151	soto	3
10152	souc	1
10153	sought	50
10154	soul	4
10155	soumaila	1
10156	sound	56
10157	soundli	3
10158	soundproof	1
10159	soup	4
10160	sour	2
10161	sourc	93
10162	south	124
10163	southeast	35
10164	southeastern	10
10165	southern	67
10166	southwest	19
10167	southwestern	6
10168	souvenir	2
10169	sovereign	2
10170	sovereignti	8
10171	soviet	32
10172	soxon	1
10173	sp	2
10174	space	20
10175	spaciou	1
10176	spain	20
10177	span	7
10178	spangl	1
10179	spaniard	2
10180	spaniel	1
10181	spanish	20
10182	spare	9
10183	spark	18
10184	spasski	2
10185	spat	1
10186	spate	3
10187	spatter	1
10188	speak	132
10189	speaker	19
10190	spear	8
10191	spearhead	3
10192	speci	1
10193	special	111
10194	specialist	21
10195	specif	55
10196	specifi	13
10197	spectacl	3
10198	spectacular	4
10199	spectat	7
10200	specter	3
10201	spectrum	1
10202	specul	44
10203	sped	4
10204	speech	62
10205	speed	55
10206	speedboat	1
10207	speedi	1
10208	speedskat	1
10209	spell	9
10210	spenc	3
10211	spencer	6
10212	spend	57
10213	spent	74
10214	sperl	2
10215	sphere	1
10216	spi	76
10217	spielberg	1
10218	spill	4
10219	spin	5
10220	spine	2
10221	spiral	4
10222	spire	1
10223	spirit	18
10224	spiritu	3
10225	spite	5
10226	splash	2
10227	splashdown	1
10228	splatter	2
10229	splint	1
10230	splinter	3
10231	splinz	1
10232	split	23
10233	spode	1
10234	spoil	11
10235	spoiler	3
10236	spokan	1
10237	spoke	76
10238	spoken	23
10239	spokesman	184
10240	spokesmen	4
10241	spokeswoman	28
10242	sponsor	22
10243	sponsorship	2
10244	spontan	4
10245	spook	1
10246	sporad	1
10247	sport	59
10248	sportsmen	1
10249	spot	33
10250	spotlight	14
10251	spotti	6
10252	spous	7
10253	spragu	1
10254	spraig	1
10255	sprain	7
10256	sprawl	8
10257	spray	6
10258	spread	53
10259	spree	2
10260	spring	28
10261	springfield	3
10262	sprinkl	2
10263	sprint	5
10264	sprout	2
10265	spruanc	1
10266	sprung	2
10267	spun	1
10268	spur	5
10269	spymast	19
10270	squabbl	1
10271	squad	23
10272	squadron	1
10273	squall	3
10274	squander	2
10275	squar	23
10276	squat	1
10277	squatter	3
10278	squeak	2
10279	squeamish	1
10280	squeez	7
10281	squirrel	2
10282	squish	1
10283	sr	3
10284	srdic	4
10285	srebrenica	1
10286	srpska	1
10287	st	63
10288	stab	9
10289	stabenow	5
10290	stabil	43
10291	stabl	21
10292	stacey	1
10293	staci	1
10294	stack	8
10295	stadium	13
10296	staf	3
10297	staff	70
10298	staffer	2
10299	staffinr	1
10300	stafford	4
10301	stage	49
10302	stagger	9
10303	stain	7
10304	stair	3
10305	stairwel	4
10306	stake	26
10307	stalem	6
10308	stalin	2
10309	stalinist	1
10310	stalk	2
10311	stall	4
10312	stambol	2
10313	stambuk	1
10314	stamenkov	2
10315	stamina	1
10316	stammer	1
10317	stamped	4
10318	stanc	5
10319	stand	129
10320	standard	19
10321	standbi	1
10322	standoff	8
10323	standpoint	1
10324	standstil	6
10325	stanley	4
10326	stapl	1
10327	star	39
10328	stare	7
10329	stark	5
10330	starkli	1
10331	starr	1
10332	starrr	1
10333	start	160
10334	startl	2
10335	starv	1
10336	stash	1
10337	stasio	1
10338	stat	2
10339	state	587
10340	statehous	4
10341	stateless	1
10342	statement	104
10343	stateroom	1
10344	statesman	3
10345	statewid	5
10346	station	121
10347	stationeri	1
10348	statist	15
10349	statu	18
10350	statur	4
10351	statut	5
10352	staunch	2
10353	staunchest	2
10354	staunchli	2
10355	stay	148
10356	ste	1
10357	stead	1
10358	steadfast	1
10359	steadi	4
10360	steadili	4
10361	steal	27
10362	stealer	1
10363	stealth	1
10364	stealthi	1
10365	stealthier	1
10366	stealthili	1
10367	steam	6
10368	steami	1
10369	steel	28
10370	steenbuch	1
10371	steep	15
10372	steer	8
10373	stefan	1
10374	stefano	5
10375	stefanov	4
10376	steffi	1
10377	steinberg	1
10378	steindorff	1
10379	stell	1
10380	stellar	1
10381	stem	15
10382	stemmo	1
10383	stenberg	1
10384	stench	2
10385	step	136
10386	stephani	1
10387	stephanopoulo	1
10388	stephen	7
10389	stepmoth	1
10390	steppingston	1
10391	stepson	1
10392	stereo	1
10393	sterl	3
10394	stern	14
10395	sternavich	1
10396	sternli	2
10397	steskic	1
10398	stevan	3
10399	steve	10
10400	stevedor	1
10401	steven	3
10402	stevenson	4
10403	stew	1
10404	stewardship	4
10405	stewart	2
10406	stick	18
10407	sticker	2
10408	sticki	1
10409	stickier	4
10410	stiff	3
10411	stifl	2
10412	stigmat	1
10413	still	371
10414	sting	1
10415	stipend	1
10416	stipul	4
10417	stir	14
10418	stirrer	1
10419	stirrup	1
10420	stitch	1
10421	stock	5
10422	stocki	1
10423	stockpil	5
10424	stoical	1
10425	stojanov	1
10426	stojiljikov	1
10427	stojiljkov	3
10428	stoke	4
10429	stoko	1
10430	stokov	1
10431	stole	25
10432	stolen	13
10433	stolt	1
10434	stomach	7
10435	stomp	1
10436	stone	18
10437	stonewal	1
10438	stoni	3
10439	stood	66
10440	stool	2
10441	stop	176
10442	stopgap	1
10443	stopov	4
10444	stoppag	6
10445	stopper	1
10446	storag	3
10447	store	67
10448	storey	1
10449	stori	102
10450	storm	46
10451	stormi	2
10452	storybook	1
10453	stosic	2
10454	stoutli	1
10455	stowag	1
10456	stoyan	1
10457	straddl	1
10458	straight	25
10459	straighten	1
10460	straightforward	4
10461	strain	4
10462	strait	2
10463	straition	1
10464	strakov	1
10465	strand	3
10466	strang	9
10467	stranger	6
10468	strangl	1
10469	stranglehold	1
10470	strap	3
10471	strateg	18
10472	strategeri	1
10473	strategi	20
10474	strategist	7
10475	straw	1
10476	stray	2
10477	streak	16
10478	stream	15
10479	streamlin	1
10480	stree	1
10481	street	177
10482	strength	18
10483	strengthen	27
10484	strenuous	1
10485	stress	33
10486	stretch	30
10487	stretcher	13
10488	strewn	3
10489	stricken	15
10490	strickland	2
10491	strict	5
10492	stricter	1
10493	strictli	7
10494	strictur	1
10495	strident	1
10496	strife	2
10497	strike	86
10498	strikebound	5
10499	strikebreak	3
10500	striker	13
10501	string	14
10502	stringent	2
10503	stringfellow	5
10504	strip	24
10505	stripe	3
10506	strive	7
10507	strode	1
10508	stroke	10
10509	stroll	1
10510	strom	1
10511	strong	96
10512	stronger	17
10513	strongest	10
10514	stronghold	27
10515	strongli	15
10516	strongman	8
10517	strongmen	1
10518	strother	1
10519	strove	1
10520	struck	45
10521	structur	19
10522	struggl	72
10523	stuart	1
10524	stubb	1
10525	stubborn	1
10526	stubbornli	1
10527	stuck	9
10528	stud	3
10529	student	54
10530	studi	38
10531	studio	3
10532	stuf	1
10533	stuff	6
10534	stumbl	13
10535	stump	1
10536	stun	40
10537	stung	3
10538	stunningli	2
10539	stunt	2
10540	sturdi	1
10541	sturdier	1
10542	style	33
10543	stymi	1
10544	su	4
10545	suarez	3
10546	sub	25
10547	subcommitte	2
10548	subcontin	3
10549	subdu	7
10550	subgroup	1
10551	subject	39
10552	subjug	1
10553	submachin	2
10554	submarin	63
10555	submerg	5
10556	submers	3
10557	submit	25
10558	subordin	1
10559	subpoena	1
10560	subscrib	1
10561	subsequ	9
10562	subsid	4
10563	subsidi	1
10564	subsidiari	3
10565	subsist	1
10566	substanc	6
10567	substandard	1
10568	substanti	17
10569	substitut	4
10570	subterranean	1
10571	subtext	2
10572	subtl	1
10573	subtocnga	4
10574	suburb	26
10575	suburban	11
10576	subvers	3
10577	subvert	3
10578	subway	1
10579	succ	1
10580	succeed	32
10581	success	70
10582	successor	39
10583	succumb	2
10584	suchitepequez	5
10585	suck	1
10586	sudan	11
10587	sudanes	1
10588	sudden	20
10589	suddenli	17
10590	sue	7
10591	suez	18
10592	suffer	96
10593	suffici	16
10594	suffoc	4
10595	sugarcoat	1
10596	sugari	1
10597	suggest	94
10598	suharto	1
10599	suicid	129
10600	suit	36
10601	suitabl	5
10602	suitcas	5
10603	suitland	1
10604	sukiyaki	1
10605	sullivan	3
10606	sultan	6
10607	sultri	1
10608	sum	2
10609	summar	2
10610	summari	4
10611	summer	23
10612	summit	32
10613	summon	6
10614	sumner	1
10615	sun	24
10616	sunbak	1
10617	sunda	1
10618	sunday	201
10619	sunglass	2
10620	sunil	1
10621	sunk	7
10622	sunken	25
10623	sunni	4
10624	sunris	1
10625	sunset	4
10626	sunshin	1
10627	super	3
10628	superb	2
10629	superbl	2
10630	superfast	1
10631	superintend	1
10632	superior	4
10633	supermarket	6
10634	superpow	2
10635	superstructur	1
10636	supervis	12
10637	supervisor	6
10638	supplement	1
10639	suppli	55
10640	support	271
10641	suppos	19
10642	supposedli	4
10643	supposingli	1
10644	suppress	13
10645	suprem	47
10646	supremaci	2
10647	supremacist	1
10648	surat	3
10649	sure	105
10650	surf	2
10651	surfac	28
10652	surg	14
10653	surgeon	9
10654	surgeri	13
10655	surgic	3
10656	surnia	1
10657	surpass	5
10658	surplu	3
10659	surpris	52
10660	surprisingli	4
10661	surreal	4
10662	surrend	34
10663	surrog	5
10664	surround	61
10665	surveil	17
10666	survey	26
10667	surviv	101
10668	survivor	92
10669	susa	1
10670	susan	35
10671	susann	1
10672	suscept	2
10673	susi	3
10674	suspect	142
10675	suspend	25
10676	suspens	9
10677	suspici	13
10678	suspicion	36
10679	sustain	13
10680	susten	1
10681	sutyagin	1
10682	svilanov	3
10683	swab	1
10684	swagger	1
10685	swallow	4
10686	swami	3
10687	swamimarayan	1
10688	swamp	1
10689	swan	3
10690	swap	6
10691	swarm	16
10692	swat	2
10693	sway	17
10694	swear	11
10695	sweat	5
10696	sweater	3
10697	sweati	6
10698	swede	2
10699	sweden	5
10700	sweep	21
10701	sweet	3
10702	sweeten	1
10703	sweetheart	2
10704	swell	14
10705	swelter	1
10706	swenchoni	1
10707	swept	39
10708	swift	11
10709	swiftli	5
10710	swim	5
10711	swing	5
10712	swipe	1
10713	swirl	2
10714	swiss	17
10715	switch	20
10716	switzerland	25
10717	swivel	1
10718	swollen	2
10719	swoon	1
10720	swoop	1
10721	sword	1
10722	swore	3
10723	sworn	29
10724	swung	1
10725	sy	2
10726	sydney	10
10727	sylvest	1
10728	sylvia	1
10729	symbiones	4
10730	symbol	31
10731	symington	2
10732	symmetri	1
10733	sympath	2
10734	sympathet	8
10735	sympathi	8
10736	symphoni	1
10737	symptom	2
10738	sync	1
10739	syndic	1
10740	synonym	1
10741	syria	2
10742	syrian	8
10743	syring	1
10744	system	82
10745	systemat	3
10746	tabara	3
10747	tabl	18
10748	tableau	2
10749	tableaux	1
10750	tablecloth	2
10751	tabloid	2
10752	tabul	5
10753	tacitli	1
10754	tackl	4
10755	tacoma	1
10756	tactic	15
10757	tactician	2
10758	tadic	2
10759	taffeta	1
10760	tag	1
10761	taha	3
10762	taigon	1
10763	tail	1
10764	tailor	11
10765	tailspin	2
10766	taint	10
10767	taiwan	9
10768	taiwanes	2
10769	taiz	1
10770	take	343
10771	taken	128
10772	takeoff	1
10773	takeov	15
10774	taker	1
10775	takla	1
10776	talaja	2
10777	tale	5
10778	talent	8
10779	talib	1
10780	taliban	15
10781	talk	157
10782	talker	1
10783	talki	1
10784	tall	8
10785	tallahasse	1
10786	taller	4
10787	talli	15
10788	tamarin	4
10789	tame	7
10790	tamil	1
10791	tamme	1
10792	tampa	4
10793	tamper	3
10794	tan	2
10795	tanang	1
10796	tanasugarin	1
10797	tanasugarn	3
10798	tandem	1
10799	tangl	11
10800	tanja	1
10801	tanjug	13
10802	tank	26
10803	tanker	2
10804	tant	1
10805	tantal	1
10806	tantamount	1
10807	tantrum	1
10808	tanugu	1
10809	tanzania	37
10810	tap	9
10811	tape	20
10812	tar	2
10813	tarawa	2
10814	tardi	1
10815	target	67
10816	tariff	2
10817	tariq	2
10818	tarmac	12
10819	tarnish	2
10820	tarp	3
10821	tarpaulin	3
10822	task	43
10823	tass	5
10824	tast	5
10825	tatter	4
10826	taunt	1
10827	tawdri	1
10828	tawfiq	1
10829	tax	41
10830	taxi	6
10831	taxpay	2
10832	taylor	2
10833	tdcj	14
10834	tea	9
10835	teach	8
10836	teacher	16
10837	team	119
10838	teammat	2
10839	tear	72
10840	tearga	4
10841	tech	10
10842	technic	24
10843	technician	15
10844	techniqu	4
10845	technocrat	1
10846	technolog	43
10847	techsourc	2
10848	tecla	11
10849	ted	3
10850	teddi	1
10851	teem	3
10852	teen	16
10853	teenag	4
10854	teepl	1
10855	teeter	2
10856	teeth	2
10857	tefb	1
10858	tegla	1
10859	tekla	2
10860	tel	4
10861	telar	1
10862	telecommun	2
10863	teleconfer	2
10864	telegram	1
10865	telephon	72
10866	televis	170
10867	televisa	1
10868	televison	1
10869	tell	108
10870	teller	7
10871	tello	2
10872	tem	1
10873	temblor	13
10874	tempel	1
10875	temper	4
10876	temperatur	10
10877	tempestu	1
10878	templ	8
10879	templat	1
10880	tempo	1
10881	temporari	13
10882	temporarili	10
10883	ten	78
10884	tenabl	1
10885	tenac	1
10886	tenaci	1
10887	tenant	3
10888	tend	11
10889	tendenc	4
10890	tender	4
10891	tenet	2
10892	tenn	8
10893	tennesse	11
10894	tenni	39
10895	tens	18
10896	tension	25
10897	tent	39
10898	tentacl	1
10899	tenth	4
10900	tenur	9
10901	ter	1
10902	term	126
10903	termer	2
10904	termin	15
10905	tern	1
10906	terr	1
10907	terrain	2
10908	terrel	1
10909	terrenc	12
10910	terri	6
10911	terribl	28
10912	terribly	1
10913	terrif	2
10914	terrifi	9
10915	terrifng	1
10916	terrifyingli	1
10917	territori	22
10918	terror	104
10919	terrorist	206
10920	test	42
10921	testament	2
10922	testifi	25
10923	testili	1
10924	testimoni	19
10925	testu	1
10926	testud	9
10927	tethani	1
10928	tether	2
10929	tex	1
10930	texa	98
10931	text	6
10932	textbook	1
10933	textil	4
10934	tfor	1
10935	th	111
10936	thaan	1
10937	thabo	3
10938	thaci	1
10939	thadani	1
10940	thaerz	1
10941	thahn	1
10942	thailand	2
10943	thakkar	4
10944	thakur	1
10945	thanh	2
10946	thank	117
10947	thanksgiv	2
10948	thankyou	1
10949	thatcher	1
10950	thaul	1
10951	theater	7
10952	thee	1
10953	theft	2
10954	theme	7
10955	theodor	2
10956	theolog	2
10957	theoret	3
10958	theori	29
10959	theoriz	4
10960	thepaid	1
10961	therapi	1
10962	thereaft	1
10963	therebi	2
10964	therefor	16
10965	therein	1
10966	theresa	1
10967	thermomet	2
10968	thescap	1
10969	thesi	1
10970	thevenot	2
10971	thi	5
10972	thick	15
10973	thicker	3
10974	thief	1
10975	thiessen	1
10976	thiev	6
10977	thigh	2
10978	thin	6
10979	thing	167
10980	think	227
10981	thinker	1
10982	thinner	1
10983	third	141
10984	thirdli	1
10985	thirteen	3
10986	thirti	11
10987	thirtysometh	1
10988	thoma	18
10989	thompson	4
10990	thorbjoern	2
10991	thorbjorn	1
10992	thorn	1
10993	thornburgh	1
10994	thornel	1
10995	thorni	1
10996	thorough	3
10997	thoroughfar	3
10998	thoroughli	1
10999	though	135
11000	thought	106
11001	thousand	156
11002	thrash	1
11003	thread	4
11004	threadbar	1
11005	threat	105
11006	threatcon	1
11007	threaten	46
11008	three	335
11009	threshold	2
11010	threw	16
